x1 y1 z1 x2 y2 z2 x3 y3 z3 x4 y4 z4 x5 y5 z5 x6 y6 z6 x7 y7 z7 x8 y8 z8
-0.297038933779  0.061662576755  0.200240117237  0.357918530117   0.001539797988  0.204843386766  0.244446176769  0.0225394424  -0.207690763776 -0.297264538218  0.042386915439 -0.203969093948  -0.286588835934 -0.043914256381 -0.200642149341  0.200701598692  -0.03721179991  -0.200994118     0.329085147893 -0.03753427631   0.202680928296 -0.25125914554  -0.00946839998   0.205531692766
-0.297307561641  0.061625305199  0.200312924978  0.357726779061   0.001810212184  0.204798932627  0.245029595863  0.023000415962  -0.20849391541  -0.297419825676  0.042307278506 -0.204443809608  -0.285995566713 -0.043742453166 -0.199868426871  0.200461582839  -0.037576564196 -0.200877889245  0.328646053463 -0.037946781031   0.202790199071 -0.251141057195 -0.009477413457  0.205781984459
-0.297203639372  0.062306862322  0.199766714506  0.35856553552   0.001334722607  0.204322706858  0.24452838768   0.023244688783  -0.207065303496 -0.298117372459  0.041719460688 -0.205033353899  -0.286537176572 -0.04356384189  -0.199748016515  0.201241855818  -0.03734481387  -0.200586682695  0.328372875171 -0.037872358717   0.202440883997 -0.250850465787 -0.009824719923  0.205903051244
-0.296958790902  0.061902897661  0.199874064505  0.358097973522   0.000956780213  0.204678949171  0.244663290849  0.022872988142  -0.208119062304 -0.297593817627  0.041071397215 -0.204322245991  -0.286384697202 -0.043193028732 -0.200396880759  0.200920796495  -0.036754629592 -0.200680583926  0.328505002729 -0.037604209115   0.202716726557 -0.251249757864 -0.009252195793  0.206249032748
-0.296929751459  0.061454319149  0.200125678066  0.357952689862   0.001903358914  0.205029665641  0.244758964883  0.022769585386  -0.208042569082 -0.297432000647  0.04149341845  -0.2046148588  -0.286356319529 -0.043012082969 -0.199850773305  0.200664896644  -0.037255259368 -0.200734451129  0.328954292444 -0.038101409246   0.202328640755 -0.251612772198 -0.009251930317  0.205758667854
-0.296546828797  0.061763153705  0.199470512836  0.358617619656   0.001808275617  0.205519091578  0.244560136089  0.02284694677  -0.207659632636 -0.297976105365  0.041679426249 -0.203958237895  -0.286454950238 -0.04356836866  -0.200456895271  0.20057000376  -0.03704818966  -0.200812013228  0.328646618655 -0.038197370829   0.202171143581 -0.25141649376  -0.009283873192  0.205726031035
-0.296716980628  0.061953684314  0.200076242545  0.357685931854   0.001588406575  0.204754143975  0.244162618196  0.022898340901  -0.207606675116 -0.297859624105  0.0419783938   -0.204773268906  -0.286216312803 -0.043984902078 -0.200069172984  0.200722837547  -0.03689457121  -0.200814877875  0.329528987858 -0.038231206274   0.202862317834 -0.251307457919 -0.009308146028  0.205571290527
-0.296864639587  0.062201414838  0.200148231269  0.357601352462   0.001322503233  0.204812556085  0.245004351828  0.022639718606  -0.208578774667 -0.297814680995  0.041100057726 -0.204522342872  -0.286225737768 -0.04317913341  -0.199834137254  0.200746121759  -0.036488598747 -0.20058742869   0.328825018803 -0.037984521252   0.202858482744 -0.251271786502 -0.009611440994  0.205703413386
-0.297315781815  0.061726495588  0.200198100218  0.357649292742   0.001940823141  0.205116688089  0.24503266371   0.022708789423  -0.208063410871 -0.298042779207  0.042310324001 -0.203805627302  -0.285755829989 -0.043649458842 -0.199952998973  0.200885747889  -0.037542447786 -0.201359654297  0.328724841499 -0.037942832699   0.202473798284 -0.251178154828 -0.009551692825  0.205393104852
-0.296753869492  0.061381310097  0.200001577806  0.357388860813   0.001378129092  0.205505833845  0.244808344213  0.022581510919  -0.208154957393 -0.298197441782  0.041456462963 -0.203958953232  -0.285924368436 -0.042943837851 -0.200610991335  0.200670247625  -0.037243187524 -0.200929715349  0.329256866264 -0.037497390705   0.202271108712 -0.251248639205 -0.009112996992  0.205876096946
